nofinesset;nofinessej;rs;rslongue;complrs;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750016875;750016867;PHARMACIE D ANVERS;;;2;;AVENUE;TRUDAINE;;75;PARIS;75009;PARIS;148785608;142803178;1992-07-17;1942-10-29;2009-01-21;48.8819985, 2.3461114;48.8819985;2.3461114
750016644;750016636;SELARL PHARMACIE NIRINA INTERNATIONAL;;;21;;BOULEVARD;DE ROCHECHOUART;;75;PARIS;75009;PARIS;148782596;148784157;2012-07-15;1943-10-11;2012-07-16;48.8831109, 2.3463897;48.8831109;2.3463897
750016610;750016602;PHARMACIE INTERNATIONALE DE PARIS;;;17;B;BOULEVARD;DE ROCHECHOUART;;75;PARIS;75009;PARIS;148780301;148786326;2001-09-26;1943-09-11;2009-01-21;48.8832823, 2.3473938;48.8832823;2.3473938
750017246;750017220;PHARMACIE ANGLAISE DE LA GARE DU NORD;;;2;;RUE;DE COMPIEGNE;;75;PARIS;75010;PARIS;148780403;;2007-11-16;1942-10-30;2008-09-30;48.8799626, 2.3536843;48.8799626;2.3536843
750017212;750017204;PHARMACIE DES DEUX FAUBOURGS;;;76;;RUE;DU CHATEAU D EAU;;75;PARIS;75010;PARIS;147700710;147700710;2008-05-01;1943-06-22;2010-08-25;48.87276136, 2.3547138;48.872761360000005;2.3547137999999994
750017576;750017550;PHARMACIE DU SEPTENTRION;;PHARM DU SEPTENTRION;125;;RUE;DU FBG SAINT DENIS;;75;PARIS;75010;PARIS;140357322;140373500;1989-09-20;1960-04-30;2009-07-03;48.87663531, 2.356024;48.87663531;2.3560239999999997
750017840;750017832;PHARMACIE CENTRALE DE L EST;;;10;;RUE;DU 8 MAI 1945;;75;PARIS;75010;PARIS;140365275;140348578;2003-12-01;1943-06-24;2008-10-27;48.8764422, 2.3569764;48.8764422;2.3569764
750017295;750017287;PHARMANORD;;;6;;RUE;DE DUNKERQUE;;75;PARIS;75010;PARIS;140370515;;2006-04-01;1942-11-11;2009-07-03;48.8795633, 2.357466;48.8795633;2.357466
750018046;750018020;PHARMACIE CENTRALE LOUIS BLANC;;;65;;RUE;LOUIS BLANC;;75;PARIS;75010;PARIS;146074539;146077816;1994-01-28;1943-06-24;2008-10-27;48.8836395, 2.3602574;48.8836395;2.3602574
750017741;750017733;PHARMACIE CHOR;;;7;;RUE;LA GRANGE AUX BELLES;;75;PARIS;75010;PARIS;142085722;;1987-09-18;1943-07-12;2009-07-03;48.87361541, 2.36479841;48.87361541;2.36479841
750017774;750017766;PHARMACIE DU COLONEL FABIEN;;;65;;RUE;LA GRANGE AUX BELLES;;75;PARIS;75010;PARIS;142081329;140038305;2004-04-15;1981-12-28;2007-07-06;48.8774617, 2.36981347;48.87746170000001;2.3698134700000004
750020133;750020125;PHARM DES 3 FLEURS;PHARMACIE DES 3 FLEURS;;65;;RUE;JEAN PIERRE TIMBAUD;;75;PARIS;75011;PARIS;143571004;143571004;1984-09-28;1943-05-24;2008-09-11;48.867333, 2.375607;48.867333;2.375607
750019291;750019283;PHARM COHEN;;;14;;RUE;DE MONT LOUIS;;75;PARIS;75011;PARIS;143790478;140242337;1980-08-20;1942-11-08;2008-12-03;48.858338, 2.389286;48.858338;2.389286
750019010;750019002;PHARMACIE DES SIMPLES;;PHARMACIE DES SIMPLES;24;;RUE;DE LA FOLIE MERICOURT;;75;PARIS;75011;PARIS;147008394;147008394;2013-04-01;1943-05-19;2013-04-04;48.86249363, 2.37359762;48.86249363000002;2.37359762
750019747;750019721;PHARMACIE POPINCOURT;;;41;;RUE;POPINCOURT;;75;PARIS;75011;PARIS;147005736;147000467;1998-01-14;1943-05-27;2008-12-03;48.8590967, 2.3760315;48.8590967;2.3760315
750020075;750020067;GRANDE PHARMACIE SAINT MAUR;;;65;;RUE;SAINT MAUR;;75;PARIS;75011;PARIS;147003077;147005040;2006-07-01;1943-05-11;2007-02-15;48.86296973, 2.37937152;48.86296973;2.37937152
750019093;750019085;PHARM CHAIBI;;;97;;RUE;JEAN PIERRE TIMBAUD;;75;PARIS;75011;PARIS;143571534;143572899;1995-11-23;1943-05-21;2008-12-03;48.86856025, 2.37981462;48.86856025;2.37981462
750018780;750018772;PHARMACIE DU CHEMIN VERT;;;136;;RUE;DU CHEMIN VERT;;75;PARIS;75011;PARIS;147007652;147007652;2005-04-01;1942-10-30;2009-02-10;48.8615285, 2.3824431;48.8615285;2.3824431
750019697;750019671;M ILLAN KHAYAT;;;24;;RUE;PAUL BERT;;75;PARIS;75011;PARIS;143712122;143678576;2012-06-21;1946-05-22;2012-07-17;48.85259628, 2.38486268;48.85259628;2.38486268
750020034;750020000;PHARMACIE TRAN;;;166;;RUE;DE LA ROQUETTE;;75;PARIS;75011;PARIS;143796899;;1985-10-28;1943-05-21;2009-03-02;48.8587507, 2.3849702;48.8587507;2.3849702
750020745;750020737;PHARMACIE GAMMA;;;193;;RUE;DE BERCY;;75;PARIS;75012;PARIS;143408952;143405875;1995-07-06;1943-01-14;2009-03-16;48.8438213, 2.3729021;48.8438213;2.3729021
750021453;750021446;PHARM FREGIERE;;;238;;RUE;DU FBG ST ANTOINE;;75;PARIS;75012;PARIS;143724279;143724279;1988-01-15;1943-05-11;2009-07-09;48.84935698, 2.38943195;48.84935698;2.38943195
750022006;750021990;PHARMACIE DE REUILLY;;;27;;BOULEVARD;DE REUILLY;;75;PARIS;75012;PARIS;143430317;143430317;2004-08-01;1943-05-11;2009-01-19;48.8394177, 2.3921134;48.8394177;2.3921134
750022071;750022063;PHARMACIE VERTE DE REUILLY;;;127;;RUE;DE REUILLY;;75;PARIS;75012;PARIS;143432442;144750319;1989-01-09;1942-11-11;2009-07-09;48.8403314, 2.3952135;48.8403314;2.3952135
750021487;750021461;GRANDE PHARMACIE DAUMESNIL;;;6;;PL;FELIX EBOUE;;75;PARIS;75012;PARIS;143431154;146287962;1998-01-06;1942-11-08;2009-07-09;48.8391951, 2.3956606;48.8391951;2.3956606
750021552;750021545;PHARMACIE LAMBLARDIE;;;6;;RUE;LAMBLARDIE;;75;PARIS;75012;PARIS;143438797;143438797;1991-05-30;1943-05-15;2009-07-09;48.8400827, 2.3969837;48.8400827;2.3969837
750021057;750021040;PHARM COURTELINE;;;1;;AVENUE;COURTELINE;;75;PARIS;75012;PARIS;143076701;143444380;1998-08-28;1943-05-28;2007-07-09;48.84425461, 2.41067022;48.84425461;2.41067022
750022857;750022840;PHARMACIE DU THEATRE;;;69;;RUE;DE LA GLACIERE;;75;PARIS;75013;PARIS;145804605;145802769;2013-02-07;1966-08-22;2013-02-22;48.83055657, 2.34405085;48.83055657;2.34405085
750022337;750022311;PHARM COSCAS BOUZEMANE;;;34;;BOULEVARD;ARAGO;;75;PARIS;75013;PARIS;145358146;145358146;2005-04-01;1942-11-12;2010-08-25;48.83509956, 2.34646015;48.83509956;2.34646015
750023020;750023012;TOLBIAC PHARMACIE;;;61;;AVENUE;D ITALIE;;75;PARIS;75013;PARIS;144241972;144241174;2008-07-01;1943-11-02;2008-10-06;48.82609203, 2.3573117;48.82609203;2.3573116999999995
750022550;750022543;PHARMACIE BICHET;;;202;;RUE;DU CHATEAU DES RENTIERS;155 BD VINCENT AURIOL;75;PARIS;75013;PARIS;145851508;145851668;2006-08-01;1971-07-15;2010-08-25;48.8313105, 2.3609665;48.8313105;2.3609665
750023285;750023277;PHARMACIE CTRE COMMERCIAL MASSENA 13;;;13;;PL;DE VENETIE;;75;PARIS;75013;PARIS;144067272;144067273;2006-01-16;1974-06-27;2009-05-28;48.82163018, 2.36490369;48.82163018;2.3649036900000002
750023566;750023541;EURL PHARMACIE LOR KEUK;;PHARMACIE LOR KEUK;200;;RUE;DE TOLBIAC;;75;PARIS;75013;PARIS;145897206;145896555;2011-03-01;1942-10-10;2011-07-22;48.8270993, 2.3671009;48.8270993;2.3671009
750023384;750023376;PHARM IVRY MASSENA;;;50;;AVENUE;DE LA PORTE D IVRY;;75;PARIS;75013;PARIS;145834042;144245748;1991-12-30;1945-07-10;2009-07-10;48.82157148, 2.36937751;48.82157148000001;2.3693775100000005
750022634;750022626;PHARMACIE LOAN;;;8;;RUE;DUCHEFDELAVILLE;;75;PARIS;75013;PARIS;144239662;144239662;2007-08-10;1943-11-02;2010-08-25;48.83210018, 2.37038344;48.83210018;2.3703834400000003
750023483;750023475;PHARMACIE DE LA BIBLIOTHEQUE;;;19;;RUE;OLIVIER MESSIAEN;;75;PARIS;75013;PARIS;145839553;145836796;2006-06-21;2006-04-20;2009-07-10;48.830355, 2.378446;48.830355;2.378446
750023905;750023897;PHARMACIE DU MARCHE;;;38;;BOULEVARD;BRUNE;;75;PARIS;75014;PARIS;145399367;140445494;1993-01-29;1957-11-10;2009-07-10;48.826575, 2.3095836;48.826575;2.3095836
750023921;750023913;SNC GRANDE PHARMACIE DIDOT;;GRANDE PHARMACIE DROUOT;64;;BOULEVARD;BRUNE;;75;PARIS;75014;PARIS;145395756;;2011-05-15;1942-11-10;2011-07-27;48.8258475, 2.3128639;48.8258475;2.3128639
750024887;750024861;PHARM TEMSTET;;;45;;RUE;RAYMOND LOSSERAND;;75;PARIS;75014;PARIS;143226963;;1985-12-30;1943-05-27;2009-07-10;48.8314253, 2.3133237;48.8314253;2.3133237
750024473;750024465;PHARM BOUTAMI;;;119;;AVENUE;DU MAINE;;75;PARIS;75014;PARIS;143223008;143223008;1995-10-13;1943-05-24;2009-07-10;48.8405744, 2.3214791;48.8405744;2.3214791
750024705;750024697;SELAS PHARMACIE  MONTPARNASSE;;PHARMACIE MONTPARNASSE;1;;RUE;D ODESSA;ANGLE  3 RUE DU DEPART;75;PARIS;75014;PARIS;143207022;143222985;2012-01-06;1943-05-24;2012-05-30;48.84334075, 2.32426401;48.84334075000001;2.32426401
750023673;750023665;PHARMACIE DE LA RIVE GAUCHE;;;105;;RUE;D ALESIA;;75;PARIS;75014;PARIS;145426750;145424165;2006-11-01;1943-05-18;2008-01-21;48.82843641, 2.32499583;48.828436409999995;2.3249958299999998
750024721;750024713;SELARL PHARMACIE R. C.;;PHARMACIE ROBERT;122;;AVENUE;DU GENERAL LECLERC;;75;PARIS;75014;PARIS;145397403;145399777;2011-07-18;2011-04-12;2013-03-05;48.8247715, 2.3256445;48.8247715;2.3256445
750023855;750023830;PHARMACIE DE LA MAIRIE;;;27;;RUE;BREZIN;;75;PARIS;75014;PARIS;145407690;145411609;1986-12-31;1942-11-08;2009-01-23;48.8314359, 2.3269628;48.8314359;2.3269628
750025066;750025041;SELAS PHARMACIE SARRETTE SELAS;;PHARMACIE SARRETTE;3;;RUE;SARRETTE;;75;PARIS;75014;PARIS;143271757;145385362;2011-07-01;1942-10-30;2011-07-25;48.8255732, 2.3277215;48.8255732;2.3277215
750024002;750023996;PHARM DINTON;;;11;;RUE;DAGUERRE;;75;PARIS;75014;PARIS;143222052;143276602;1984-02-21;1942-11-10;2009-07-10;48.8336173, 2.3305362;48.8336173;2.3305362
750025603;750025595;PHARMACIE DU NOUVEAU BOUCICAUT;;PHARMACIE DU NOUVEAU BOUCICAUT;95;;RUE;DE LA CONVENTION;;75;PARIS;75015;PARIS;145542919;145547454;2012-07-01;1942-12-07;2013-04-04;48.8399936, 2.2903367;48.8399936;2.2903367
750026205;750026197;SNC PHARMACIE DUPLEIX;;PHARMACIE DUPLEIX;63;;BOULEVARD;DE GRENELLE;;75;PARIS;75015;PARIS;145791851;145791851;2011-01-17;1942-10-30;2011-07-26;48.8507855, 2.2931492;48.8507855;2.2931492
750027286;750027260;PHARMACIE SCHAFLER;;;373;B;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;145328903;;1986-11-27;1943-09-11;2009-02-26;48.8362814, 2.2945756;48.8362814;2.2945756
750025470;750025462;SELARL ZANEA;;;52;;RUE;DU COMMERCE;;75;PARIS;75015;PARIS;145797501;145797323;2012-10-14;1942-12-21;2012-11-19;48.8463907, 2.2952511;48.8463907;2.2952511
750027252;750027245;SELARL PHARMACIE SITBON;;PHARMACIE SITBON;347;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;156083080;;2011-05-01;1942-11-12;2011-07-22;48.8371001, 2.2963619;48.8371001;2.2963619
750026486;750026460;SELARL PHARMACIE AIME;;PHARAMCIE AIME;188;;RUE;LECOURBE;;75;PARIS;75015;PARIS;145329542;145328224;2010-08-01;1942-11-08;2011-07-21;48.8409056, 2.2966952;48.8409056;2.2966952
750027203;750027195;PHARMACIE CUGNOT;;;315;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;148284585;148284585;1976-12-17;1942-12-10;2009-02-23;48.8385206, 2.2990707;48.8385206;2.2990707
750026304;750026296;PHARMACIE DE L ECOLE DE GUERRE;;;57;B;AVENUE;DE LA MOTTE PICQUET;;75;PARIS;75015;PARIS;147346204;147341671;2002-06-25;1942-12-07;2009-07-10;48.8497951, 2.2992699;48.8497951;2.2992699
750025702;750025694;PHARM HADDAD JAOUDI;;;242;;RUE;DE LA CONVENTION;;75;PARIS;75015;PARIS;148289698;148289698;1990-10-30;1943-05-15;2010-08-25;48.8357916, 2.3010819;48.8357916;2.3010819
750027351;750027344;PHARMACIE CONVENTION VOUILLE;;;3;;RUE;DE VOUILLE;;75;PARIS;75015;PARIS;148282110;148284814;2004-01-06;1942-12-30;2007-07-17;48.8354308, 2.3030306;48.8354308;2.3030306
750027484;750027476;MME CHRISTINE FAVAL BEN ALI;;PHARMACIE FAVAL BEN ALI;50;;AVENUE;DE SEGUR;;75;PARIS;75015;PARIS;147832575;147833783;2010-04-15;1942-12-03;2011-07-21;48.84700924, 2.30524868;48.847009240000006;2.30524868
750027070;750027062;PHARMACIE VALENTIN HAUY;;;15;;RUE;VALENTIN HAUY;;75;PARIS;75015;PARIS;143068184;145660363;1993-04-23;1943-04-29;2010-02-11;48.8465664, 2.3086873;48.8465664;2.3086873
750026353;750026346;PHARMACIE LECOURBE;;;5;;RUE;LECOURBE;;75;PARIS;75015;PARIS;143065132;145669638;2006-06-29;1942-11-11;2007-10-10;48.8447732, 2.3102547;48.8447732;2.3102547
750025306;750025280;PHARMACIE DE BRETEUIL;;;6;;PL;DE BRETEUIL;;75;PARIS;75015;PARIS;147341485;147341485;2008-03-01;1943-05-11;2009-07-10;48.84718835, 2.31090605;48.84718835;2.31090605
750027104;750027096;PHARMACIE BUFFON;;;185;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;147343566;144490328;2009-06-08;1943-04-16;2009-06-17;48.8427013, 2.3120721;48.8427013;2.3120721
750028417;750028391;LA PHARMACIE DU MARCHE;;;197;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS;146516408;146510460;2007-07-01;1943-09-11;2009-03-23;48.8388236, 2.2608394;48.8388236;2.2608394
750028003;750027997;SELARL PHARMACIE LEVY TEBOUL;;;92;;BOULEVARD;MURAT;;75;PARIS;75016;PARIS;146514974;146514877;2013-01-07;1942-11-17;2013-01-17;48.8389743, 2.2654897;48.8389743;2.2654897
750027906;750027880;PHARMACIE COTTET EMARD;;;48;B;AVENUE;MOZART;;75;PARIS;75016;PARIS;142881381;142887093;1989-01-31;1942-11-24;2009-02-12;48.8554466, 2.2699567;48.8554466;2.2699567
750028201;750028193;PHARM LEVY;;;85;B;RUE;DU RANELAGH;;75;PARIS;75016;PARIS;142881389;142307478;1991-09-30;1943-06-01;2009-04-29;48.8550888, 2.2720522;48.8550888;2.2720522
750028250;750028243;SARL PHARMACIE DEVES;;PHARMACIE DEVES;2;;AVENUE;THEOPHILE GAUTIER;;75;PARIS;75016;PARIS;142880565;145244308;2010-04-19;1943-06-01;2011-07-21;48.8510858, 2.2748156;48.8510858;2.2748156
750028300;750028292;M RENE DENONAIN;;PHARMACIE VERSAILLES MIRABEAU;38;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS;145272956;145274708;2011-08-01;2011-03-29;2013-03-05;48.8493322, 2.2754183;48.8493322;2.2754183
750029100;750029092;SELARL PHIE HOMEOPATHIQUE CENTRALE;;PHARMACIE HOMEOPATHIQUE CENTRALE;126;;RUE;DE LA POMPE;;75;PARIS;75016;PARIS;147279908;142942499;2011-07-01;1942-11-17;2011-07-25;48.8631878, 2.2765333;48.8631878;2.2765333
750027732;750027724;SARL LB CHOPIN;;PHARMACIE BENZEKRI;1;;RUE;DUBAN;;75;PARIS;75016;PARIS;142886336;142880587;2012-04-16;1942-11-24;2012-09-03;48.856402, 2.2777604;48.856402;2.2777604
750028151;750028144;PHARMACIE HOMEOPATHIQUE DE PASSY;;;65;;RUE;DE PASSY;;75;PARIS;75016;PARIS;142889387;142889830;2001-08-29;1942-11-24;2009-02-12;48.8577373, 2.2782603;48.8577373;2.2782603
750028722;750028714;SARL PHARMACIE DU TROCADERO;;PHARMACIE DU TROCADERO;106;;AVENUE;KLEBER;ANGLE RUE DE LONGCHAMP;75;PARIS;75016;PARIS;147278460;147044704;2011-01-31;1942-11-17;2011-07-22;48.86513561, 2.28869408;48.86513561;2.28869408
750028557;750028540;PHARMACIE GALILEE;;;37;;RUE;GALILEE;;75;PARIS;75016;PARIS;147204969;147204600;1984-06-15;1942-11-24;2009-04-29;48.86989251, 2.29629815;48.86989251;2.2962981499999997
750030801;750030793;PHARM GATTI;;;5;;PL;DE LEVIS;;75;PARIS;75017;PARIS;142274951;142270577;1983-01-28;1942-11-24;2009-07-13;48.88348, 2.313647;48.88348;2.313647
750030355;750030330;GRANDE PHARMACIE DES SPORTS;;;2;;PL;DU GENERAL KOENIG;;75;PARIS;75017;PARIS;145743110;145743331;2007-01-08;1942-11-24;2009-07-13;48.880823, 2.2845015;48.880823;2.2845015
750031585;750031577;PHARMACIE DES TERNES;;;90;;AVENUE;DES TERNES;;75;PARIS;75017;PARIS;145741743;145743174;2010-02-01;1942-12-21;2010-01-06;48.8804318, 2.2872068;48.8804318;2.2872068
750031437;750031411;PHARM TOLEDANO;;;9;;RUE;SAINT FERDINAND;;75;PARIS;75017;PARIS;145745358;145743600;1998-05-28;1942-11-24;2009-07-13;48.8785341, 2.2895868;48.8785341;2.2895868
750031684;750031676;PHARMACIE DE L EGLISE;;;1;;PL;TRISTAN BERNARD;;75;PARIS;75017;PARIS;145741109;145741198;2005-06-01;1943-05-24;2006-10-30;48.8793735, 2.29115205349;48.8793735;2.29115205349274
750030686;750030660;SARL PHARMACIE LEBON;;PHARMACIE LEBON;5;;RUE;LEBON;;75;PARIS;75017;PARIS;145741259;140550459;2010-10-01;1942-11-24;2011-07-21;48.8806784, 2.2923066;48.8806784;2.2923066
750030884;750030876;PHARMACIE 24;;;24;;AVENUE;MAC MAHON;;75;PARIS;75017;PARIS;143801196;;1992-07-30;1943-05-28;2009-07-13;48.8782971, 2.2945156;48.8782971;2.2945156
750030850;750030843;SELARL MAC MAHON;;PHARMACIE MAC MAHON;14;;AVENUE;MAC MAHON;;75;PARIS;75017;PARIS;143803525;;2011-07-01;1942-11-24;2011-07-25;48.876731, 2.2947821;48.876731;2.2947821
750031767;750031742;PHARMACIE SATELLITE;;;118;;AVENUE;DE VILLIERS;;75;PARIS;75017;PARIS;143808609;143802384;2000-07-24;1942-11-24;2009-06-17;48.8852491, 2.2959126;48.8852491;2.2959126
750029803;750029795;PHARM SELAUDOUX;;;8;;RUE;CARDINET;;75;PARIS;75017;PARIS;142274581;144400526;2005-05-31;1942-12-10;2010-08-25;48.8814271, 2.3018646;48.8814271;2.3018646
750029621;750029613;SELAS PHARMACIE DE LA PORTE D ASNIERES;;PHARMACIE DE LA PORTE D ASNIERES;96;;BOULEVARD;BERTHIER;;75;PARIS;75017;PARIS;147649412;147640508;2011-01-01;1943-12-04;2012-04-04;48.8900107, 2.3033885;48.8900107;2.3033885
750030900;750030892;PHARMACIE CARNOT;;PHARMACIE CARNOT;151;;BOULEVARD;MALESHERBES;;75;PARIS;75017;PARIS;142275040;142276377;1989-05-31;1943-06-30;2009-07-13;48.8849221, 2.3073186;48.8849221;2.3073186
750031072;750031064;PHARM LAPICZAK;;;29;;BOULEVARD;PEREIRE;;75;PARIS;75017;PARIS;147638764;144400255;1996-09-13;1943-04-28;2009-07-13;48.887716, 2.3097896;48.887716;2.3097896
750031635;750031627;PHARMACIE DE TOCQUEVILLE;;;64;;RUE;DE TOCQUEVILLE;;75;PARIS;75017;PARIS;143801340;143809524;2013-03-18;1942-12-04;2013-04-04;48.8849438, 2.3109526;48.8849438;2.3109526
750030751;750030744;PHARMACIE L MACQUART MOULIN;;;65;;RUE;LEGENDRE;70 PLACE DR FELIX LOBLIGEOIS;75;PARIS;75017;PARIS;146271969;146271969;1992-06-29;1942-11-24;2009-07-13;48.8867483, 2.3185455;48.8867483;2.3185455
750030983;750030975;PHARM DES MOINES;;M. VERNET JEAN MARC;26;;RUE;DES MOINES;;75;PARIS;75017;PARIS;146271414;146271414;2000-01-26;1942-11-24;2010-08-25;48.8880797, 2.3186755;48.8880797;2.3186755
750029787;750029761;PHARM NAHUM;;;37;;RUE;BROCHANT;;75;PARIS;75017;PARIS;146271023;146278811;1975-10-01;1942-11-24;2009-07-13;48.8899743, 2.319188;48.8899743;2.319188
750031056;750031031;PHARMACIE MATHIEU;;;79;;RUE;LEGENDRE;73 RUE NOLLET;75;PARIS;75017;PARIS;146271287;146273952;1987-10-30;1942-11-24;2009-07-13;48.8875842, 2.3199771;48.8875842;2.3199771
750029837;750029811;PHARM LA FOURCHE 17;;;74;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS;145227617;145227605;2000-06-26;1942-11-24;2009-02-13;48.8893683, 2.3223298;48.8893683;2.3223298
750030421;750030413;PHARM DUMAS;;;18;;RUE;GUY MOQUET;;75;PARIS;75017;PARIS;146273816;146272656;1991-05-31;1942-12-04;2009-07-13;48.8921706, 2.3234999;48.8921706;2.3234999
750030470;750030462;M MICHEL DEBRAY;;PHARMACIE GUY MOQUET;73;;RUE;GUY MOQUET;;75;PARIS;75017;PARIS;146271712;146271712;2010-05-02;1942-11-13;2011-07-21;48.8921706, 2.3234999;48.8921706;2.3234999
750032773;750032765;PHARMACIE CENTRALE DE MONTMARTRE;;;42;;AVENUE;JUNOT;;75;PARIS;75018;PARIS;146067940;146061729;2006-03-12;1942-12-30;2006-08-23;48.8881011, 2.3360271;48.8881011;2.3360271
750032286;750032260;PHARMACIE DU MARCHE DU POTEAU;;;3;;PL;CHARLES BERNARD;;75;PARIS;75018;PARIS;146066353;146065102;2009-07-10;1943-05-28;2009-07-01;48.8934597, 2.34285690935;48.8934597;2.34285690935121
750032716;750032690;SELAS PHARMACIE HERMEL;;;18;;RUE;HERMEL;;75;PARIS;75018;PARIS;146062735;146062735;2012-07-01;1943-05-21;2012-09-03;48.8917844, 2.3446788;48.8917844;2.3446788
750033185;750033177;PHARMACIE MYRHA;;;67;;RUE;MYRHA;;75;PARIS;75018;PARIS;146068395;146068395;1987-11-05;1942-12-31;2008-10-22;48.8866144, 2.3504551;48.8866144;2.3504551
750033755;750033730;PHARMACIE DE LA PLACE;;;38;;RUE;POULET;33 BIS RUE DES POISSONNIERS;75;PARIS;75018;PARIS;146063798;;1990-09-24;1942-12-31;2009-07-15;48.8880883, 2.3512394;48.8880883;2.3512394
750033656;750033631;PHARM DELABY;;;61;;RUE;DES POISSONNIERS;1RUE LABAT;75;PARIS;75018;PARIS;146065710;;1985-12-26;1942-12-31;2009-07-15;48.8979584, 2.3525648;48.8979584;2.3525648
750033201;750033193;PHIE DE LA PORTE D AUBERVILIERS;;;26;;BOULEVARD;NEY;;75;PARIS;75018;PARIS;140362070;140362670;2009-12-01;1942-12-30;2009-12-01;48.8982027, 2.3527857;48.8982027;2.3527857
750032252;750032245;PHARMACIE NAQROUZ;;;93;;RUE;DE LA CHAPELLE;;75;PARIS;75018;PARIS;142056045;140051634;2013-06-25;1971-07-26;2013-10-24;48.8979868, 2.3586706;48.8979868;2.3586706
750033102;750033094;LA PHARMACIE;;;65;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS;146073649;146078826;2005-01-10;1942-12-31;2009-02-03;48.889431, 2.359717;48.889431;2.359717
750033052;750033045;PHARM ZALAY;;;34;;RUE;MARX DORMOY;;75;PARIS;75018;PARIS;146072570;;1988-06-14;1943-07-05;2009-02-03;48.8889521, 2.359872;48.8889521;2.359872
750034753;750034746;PHARMACIE WIZMAN;;;7;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;142080855;142080855;2005-02-01;1942-12-30;2009-04-01;48.8833035, 2.3716326;48.8833035;2.3716326
750035370;750035362;SELARL PHARMACIE DE L AVENIR;;;24;;RUE;MATHURIN MOREAU;;75;PARIS;75019;PARIS;142085875;142085875;2011-11-02;1942-12-23;2012-04-04;48.8784236, 2.37438;48.8784236;2.37438
750035354;750035347;MME DANIELE SITBON;;PHARMACIE SITBON SETBON;121;;AVENUE;JEAN JAURES;;75;PARIS;75019;PARIS;142082994;142086597;2012-06-11;2011-07-07;2013-10-07;48.8842247, 2.3760131;48.8842247;2.3760131
750034605;750034597;PHARM TAIEB;;;60;;AVENUE;DE FLANDRE;;75;PARIS;75019;PARIS;140362336;;1994-11-10;1994-10-12;2009-05-11;48.8931234, 2.3801748;48.8931234;2.3801748
750034316;750034290;PHARMACIE DE LA MAIRIE;;;1;;RUE;ARMAND CARREL;;75;PARIS;75019;PARIS;142497169;142020732;2007-02-01;1943-05-15;2010-08-25;48.8825751, 2.3803197;48.8825751;2.3803197
750035123;750035115;PHARMACIE REBEVAL;;;50;;RUE;REBEVAL;;75;PARIS;75019;PARIS;142086149;;1990-09-28;1943-11-04;2009-05-11;48.8747422, 2.3804815;48.8747422;2.3804815
750036907;750036881;SELAS PHIE ZAC CLAUDE BERNARD;;PHARMACIE ZAC CLAUDE BERNARD;138;B;BOULEVARD;MAC DONALD;;75;PARIS;75019;PARIS;146364631;146364631;2012-04-16;2011-11-24;2013-03-05;48.887102, 2.387767;48.887102;2.387767
750034571;750034563;PHARMACIE MAMAN;;;29;;RUE;EUGENE JUMIN;;75;PARIS;75019;PARIS;142086106;142086106;1989-02-24;1943-05-15;2009-05-11;48.8884367, 2.3919699;48.8884367;2.3919699
750034373;750034365;PHARMACIE DE LA PLACE DES FETES;;;10;;RUE;AUGUSTIN THIERRY;;75;PARIS;75019;PARIS;142398767;142028793;2013-08-01;1942-12-31;2013-10-07;48.8761166, 2.394732;48.8761166;2.394732
750035073;750035065;PHARMACIE DE LA PORTE BRUNET;;;2;;AVENUE;DE LA PORTE BRUNET;;75;PARIS;75019;PARIS;142087509;142088069;1992-09-30;1943-04-28;2009-05-11;48.8832391, 2.3954525;48.8832391;2.3954525
750034720;750034712;PHARMACIE FOUCHE;;;1;;BOULEVARD;D INDOCHINE;;75;PARIS;75019;PARIS;142088792;140409685;2009-01-12;1943-07-23;2009-01-21;48.88376087, 2.39697754;48.88376087000001;2.3969775400000004
750034472;750034464;PHARMACIE BUI NGUYEN;;MME PHAM BUI XUAN THE THUY;249;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS;142084496;142080589;1996-06-26;1942-12-10;2009-05-11;48.8756939, 2.3976054;48.8756939;2.3976054
750034506;750034480;PHARM MORET;;;315;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS;142080869;;1989-08-25;1943-04-28;2009-05-11;48.8765181, 2.4036491;48.8765181;2.4036491
750036154;750036147;PHARMACIE 43;;;43;;RUE;DES MARONITES;;75;PARIS;75020;PARIS;146366654;;2004-03-01;1943-05-21;2009-01-09;48.8689157, 2.38559574;48.86891570000001;2.3855957400000003
